@relation exemplo4_weka-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R28-34-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Remove-R25-weka.filters.unsupervised.attribute.Remove-R2_clustered

@attribute Instance_number numeric
@attribute year numeric
@attribute saturation numeric
@attribute tamura_contrast numeric
@attribute arousal numeric
@attribute pleasure numeric
@attribute dominance numeric
@attribute hue_m numeric
@attribute sat_m numeric
@attribute val_m numeric
@attribute black numeric
@attribute blue numeric
@attribute brown numeric
@attribute green numeric
@attribute gray numeric
@attribute orange numeric
@attribute pink numeric
@attribute purple numeric
@attribute red numeric
@attribute white numeric
@attribute yellow numeric
@attribute entropy_r numeric
@attribute entropy_g numeric
@attribute entropy_b numeric
@attribute count numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4}

@data
7528,1988,133.21632,2.47806,30.47622,139.38168,163.87025,163.94232,53.39994,44.9505,0.0648,0.00011,0.08434,0.0129,0.47261,0,0.06826,0.00037,0.00845,0.28815,0.00001,3.9709,4.36432,4.15553,180,cluster2
7529,1988,132.04713,2.60853,27.85322,143.40131,168.20685,163.94351,53.36253,44.91853,0.06326,0.00021,0.06738,0.01846,0.46393,0,0.03456,0.00155,0.00792,0.33488,0.00786,3.9442,4.29818,4.08166,157,cluster2
7530,1988,127.68381,2.64105,25.20722,142.50371,166.87923,154.84692,52.87028,41.37797,0.06274,0.00643,0.06267,0.01678,0.4627,0,0.0312,0.00185,0.00749,0.348,0.00013,3.89581,4.23023,4.05718,1,cluster2
7531,1988,163.11957,1.89996,47.97997,146.93575,174.51358,156.15657,51.05207,44.30046,0.04259,0.0007,0.00048,0.02016,0.70425,0,0.01625,0.00384,0.00043,0.19685,0.01445,2.68538,2.66099,2.64361,9,cluster2
7532,1990,173.45648,1.87095,60.31555,135.55801,162.78458,161.95441,52.23235,44.38191,0.07035,0.03766,0.03273,0.02628,0.54965,0.05213,0.06041,0.00689,0.02996,0.1338,0.00016,4.65513,4.41037,4.46276,3,cluster2
7533,1990,154.07108,2.3739,46.07849,137.09329,162.96973,161.99725,52.60402,44.67865,0.07456,0.00015,0.09992,0.01765,0.40084,0.05214,0.08501,0.00201,0.04064,0.22636,0.00072,5.16396,5.33008,5.09933,16,cluster1
7534,1990,152.58195,2.43437,44.96424,137.25708,163.03445,164.60641,53.79527,45.02826,0.07838,0.00015,0.10143,0.02379,0.37475,0.05214,0.08981,0.00201,0.04084,0.22854,0.00816,5.35624,5.51151,5.31257,16,cluster1
7535,1990,162.61334,2.19696,51.10994,139.18158,165.93346,162.2905,52.37921,44.51546,0.0711,0.00015,0.07196,0.02222,0.4621,0.05214,0.07752,0.00201,0.03664,0.193,0.01115,4.78473,4.7989,4.66699,37,cluster2
7536,1990,147.55194,2.45401,40.48005,139.41391,165.01935,162.23454,50.39293,45.72254,0.07843,0.00775,0.05418,0.02314,0.41166,0.05215,0.07127,0.00307,0.03794,0.25969,0.00072,4.99792,4.9561,4.83416,45,cluster1
7537,1990,150.93896,2.49557,44.03979,136.75906,162.35829,163.62439,52.69145,44.63465,0.08371,0.00028,0.10623,0.02318,0.35885,0.05213,0.08776,0.00129,0.04188,0.23419,0.0105,5.18843,5.39018,5.20399,73,cluster1
7538,1990,204.11801,0.53572,78.08455,143.70119,174.1357,129.06833,50.8831,57.30043,0.01099,0.04403,0.00243,0.00484,0.90185,0,0.00487,0.00705,0.00181,0.02213,0,1.35591,1.3466,1.42627,1,cluster2
7539,1990,168.00188,1.493,53.17167,142.97435,170.52957,164.21979,53.60609,45.12934,0.02979,0.00297,0.01603,0.04308,0.72425,0.00002,0.04067,0.00358,0.00331,0.13572,0.00058,3.59083,3.46029,3.32613,2,cluster2
7540,1990,170.56952,1.4761,56.23443,140.15118,167.61946,162.86218,52.88233,45.06434,0.02589,0.00275,0.05709,0.04325,0.68196,0.00002,0.05397,0.00338,0.00849,0.12262,0.00058,4.02231,4.11001,3.9084,49,cluster2
7541,1990,145.2598,2.2189,40.26345,136.33063,161.44522,162.92987,53.09775,45.05582,0.04761,0.00294,0.10865,0.04482,0.48144,0.00002,0.07653,0.00377,0.0125,0.22114,0.00058,5.21518,5.51781,5.21519,191,cluster2
7542,1990,143.38808,2.32414,38.59539,137.13197,162.18246,164.65663,53.54438,44.8083,0.0517,0.00294,0.11012,0.04988,0.45369,0.00002,0.07383,0.00377,0.01268,0.23526,0.00612,5.36093,5.66991,5.38471,189,cluster2
7543,1990,122.87422,2.67185,24.88795,135.73312,159.04816,165.11469,53.77301,45.1073,0.07618,0.00271,0.10906,0.05174,0.32464,0.00004,0.11852,0.0043,0.01324,0.29926,0.00031,5.73295,6.20716,5.86334,1,cluster1
7544,1990,138.58791,2.40421,34.87487,137.94655,162.7068,164.50504,53.63835,45.11854,0.05526,0.00294,0.10132,0.03862,0.42387,0.00002,0.10597,0.00377,0.01292,0.24476,0.01058,5.18692,5.65507,5.37319,168,cluster2
7545,1986,128.77034,2.6492,30.89187,131.54086,154.88861,166.8149,51.03443,45.72097,0.07266,0.0568,0.0869,0.03744,0.35577,0.00002,0.1045,0.00979,0.01101,0.25452,0.01058,5.6978,6.08509,5.93356,1,cluster1
7546,1986,145.17947,2.22559,39.5879,137.70934,162.95757,162.98157,52.5332,45.0568,0.05178,0.00293,0.09124,0.05289,0.47607,0.00002,0.08836,0.00385,0.01268,0.21961,0.00058,5.16029,5.45092,5.18339,95,cluster2
7547,1990,146.39598,2.21973,40.2412,138.14746,163.53464,163.39819,52.45274,44.87619,0.04955,0.00293,0.08866,0.04068,0.48496,0.00002,0.09215,0.00385,0.01313,0.21304,0.01103,4.99013,5.33767,5.09337,92,cluster2
7548,1990,183.00273,2.15208,62.91753,144.61555,173.50255,156.11978,51.5242,44.77223,0.0404,0.05233,0.01368,0.59582,0.05489,0.00001,0.00838,0.00074,0.00727,0.2257,0.00079,3.08775,3.92048,3.34215,4,cluster1
7549,1990,184.70789,2.23881,62.16181,148.94998,178.40916,161.9902,52.22727,44.38704,0.04504,0.00047,0.00247,0.67331,0.02956,0.00001,0.00327,0.00059,0.00264,0.24185,0.00079,2.25845,2.98426,2.70003,19,cluster1
7550,1990,169.35896,2.52386,52.12678,147.41101,175.52174,164.00922,52.98384,44.68173,0.04572,0.00046,0.02368,0.57692,0.03433,0.00006,0.01364,0.00055,0.01111,0.29252,0.00101,2.75772,3.59186,3.1937,5,cluster1
7551,1990,190.41339,2.08235,66.19922,148.8383,178.72939,161.96082,52.4991,44.66774,0.03344,0.00026,0.01203,0.69238,0.02748,0.00002,0.00792,0.00108,0.0059,0.21893,0.00056,2.17722,2.92472,2.66178,2,cluster1
7552,1990,211.47614,1.57683,79.7711,151.3927,183.17909,163.30672,53.89293,44.59304,0.02148,0,0.0009,0.79419,0.0282,0,0.00115,0,0.00132,0.15275,0,1.69318,2.43026,2.1027,2,cluster1
7553,1990,196.46704,1.96059,70.53367,148.60701,178.94489,163.33688,54.436,43.63814,0.03264,0.0003,0.01413,0.7085,0.02482,0.00002,0.00858,0.00088,0.00936,0.20023,0.00054,2.20454,2.92489,2.5997,3,cluster1
7554,1990,205.74136,1.71919,77.09998,148.41776,179.45686,162.95605,52.90404,45.04414,0.02992,0.00031,0.01471,0.73735,0.03212,0.00011,0.00883,0.00044,0.01037,0.16484,0.00102,2.26683,3.13594,2.6493,2,cluster1
7555,1990,151.78046,2.81424,40.16876,146.68416,173.35564,163.92612,52.56058,44.81773,0.06076,0.00141,0.02052,0.4857,0.03993,0.0001,0.01586,0.00259,0.01497,0.35489,0.00326,3.23385,3.94677,3.63845,1,cluster1
7556,1985,177.34219,2.43597,57.13837,148.67397,177.53297,163.38518,52.48683,44.98179,0.04935,0.00035,0.00798,0.6191,0.02397,0.00009,0.00859,0.00081,0.00941,0.26672,0.01363,2.47856,3.06613,2.94567,5,cluster1
7557,1985,179.62354,2.33308,58.61743,148.93047,177.99271,162.66219,52.75113,45.00358,0.0357,0.00076,0.01545,0.62419,0.04058,0.00005,0.01114,0.00121,0.00871,0.26106,0.00116,2.76442,3.67684,3.20791,2,cluster1
7558,1985,144.07845,3.01426,38.02318,139.47948,164.82175,162.88567,53.08283,44.998,0.0783,0.00006,0.07765,0.41251,0.06607,0.00029,0.03417,0.00018,0.00899,0.32115,0.00063,3.78151,4.60478,4.04011,178,cluster1
7559,1985,178.30145,2.59904,62.50937,138.21127,166.08337,163.02711,53.12589,45.06729,0.08464,0.00027,0.07238,0.39765,0.08447,0.06522,0.03974,0.00211,0.04269,0.19604,0.01478,4.25007,5.12663,4.85342,33,cluster1
7560,1985,176.98624,2.34689,60.69493,140.20406,168.17616,162.13255,52.40461,44.53111,0.04564,0.00394,0.06651,0.5173,0.10629,0.00165,0.03183,0.00317,0.01099,0.21056,0.00213,4.04455,5.02814,4.52108,60,cluster1
7561,1985,158.30502,3.02643,44.31516,147.60394,174.87558,161.96722,52.20749,44.40399,0.07135,0.00021,0.01237,0.50252,0.03764,0.00017,0.00921,0.00075,0.01056,0.33898,0.01625,3.18244,3.90757,3.71338,57,cluster1
7562,1985,172.19946,1.06619,50.56527,155.30499,184.43723,162.06348,52.5731,44.69101,0.00961,0,0.00194,0.45109,0.11791,0.00347,0.23868,0,0,0.17588,0.0014,7.29102,6.09241,5.7955,1,cluster1
7563,1985,115.11303,1.57862,14.40807,146.98689,170.84071,162.95207,52.90508,45.04217,0.06284,0.00803,0.02911,0.04989,0.14763,0.0485,0.37638,0.00078,0.00919,0.2518,0.01586,7.08029,7.17945,6.51496,1,cluster1
7564,1984,123.37237,1.25125,19.54646,148.39709,173.03558,162.1458,52.41427,44.57516,0.02985,0.01731,0.00797,0.03432,0.10127,0.01868,0.43046,0.03293,0.00156,0.31047,0.01517,6.70396,6.536,5.11284,1,cluster1
7565,1984,132.99789,1.65648,24.48905,152.36819,178.15727,163.31117,52.2894,44.54667,0.02233,0.0335,0.02367,0.09997,0.1969,0.04359,0.31567,0.0055,0.02805,0.21745,0.01337,7.53423,7.30646,7.08333,1,cluster1
7566,1984,112.9459,2.54084,44.20199,77.30045,93.91629,163.21873,53.14669,45.03554,0.61786,0,0.01931,0.00628,0.22736,0.00006,0.04065,0.0001,0,0.08836,0.00001,6.58596,6.68723,6.63478,1,cluster3
7567,1984,156.10263,1.45289,57.47641,114.88376,138.66487,162.29791,53.9787,44.06252,0.24655,0.00053,0.04005,0.00017,0.52765,0.01876,0.05938,0.00084,0.00683,0.09796,0.00126,6.66447,7.42876,6.92854,1,cluster2
7568,1984,191.03082,2.45809,75.69555,128.66171,156.55385,161.9855,52.22982,44.37476,0.24798,0.00095,0.06957,0.19047,0.16622,0.11301,0.14667,0.0184,0.0005,0.03566,0.01056,7.34886,7.35873,6.33337,1,cluster1
7569,1985,144.96426,2.67785,45.03023,125.26101,149.22964,162.4496,52.50111,44.75867,0.15668,0.00077,0.19933,0.03597,0.18698,0.04677,0.23455,0.00014,0.02364,0.11345,0.00173,7.58296,7.61749,7.31609,153,cluster1
7570,1985,161.77327,2.02579,63.59523,110.08505,133.81984,162.75146,52.83797,45.05195,0.13517,0.00063,0.42818,0.0049,0.22767,0.01554,0.11077,0.01973,0.02891,0.02642,0.00208,7.73817,7.54886,7.23146,282,cluster4
7571,1985,119.99579,2.93868,21.22769,139.40277,162.86649,164.64473,53.81347,45.0315,0.12892,0.00048,0.13712,0.00217,0.20064,0.04089,0.23178,0.00154,0.00202,0.25402,0.00042,7.13161,7.30907,7.14465,1,cluster1
7572,1985,139.61446,2.21872,47.60233,111.21447,133.34251,160.83722,52.04851,44.00518,0.16774,0.00127,0.22759,0.00544,0.38468,0.02035,0.13651,0.00188,0.03049,0.01808,0.00598,7.80765,7.61771,7.37827,3,cluster2
7573,1994,175.4684,1.15938,92.66009,66.69483,87.09156,162.03618,52.47214,44.73312,0.84594,0.00002,0.00025,0.00473,0.14869,0,0.00001,0,0,0.00038,0,1.93283,5.9554,5.61622,18,cluster3
7574,1994,187.49101,0.78087,95.73962,78.54136,101.07385,161.87698,52.33348,44.45954,0.8175,0,0.00021,0.02429,0.15543,0,0.00076,0,0,0.00182,0,4.05982,6.54489,6.17189,54,cluster3
7575,1994,171.84998,1.12593,85.78563,76.36767,97.46462,161.42152,51.69648,43.49545,0.75885,0,0.00004,0.02145,0.21947,0,0.00009,0,0,0.0001,0,4.06065,6.4603,6.01609,47,cluster3
7576,1994,130.8653,2.54059,47.3593,98.14621,118.26884,162.98837,52.93466,45.02447,0.46982,0,0.03061,0.00316,0.42323,0.00001,0.00116,0,0,0.07202,0,5.9781,6.36956,6.00243,42,cluster2
7577,1994,102.32591,1.51681,20.23584,114.12524,133.65196,161.36078,52.05957,44.35269,0.0073,0,0.00164,0,0.82801,0,0.13185,0.00001,0,0.0312,0,6.74572,6.83824,6.89916,24,cluster2
7578,1994,57.59087,1.30126,27.48883,28.39686,35.75143,162.05054,52.61192,44.69528,0.85089,0,0.01053,0,0.08446,0,0.0363,0.00481,0.00043,0.01257,0,3.16593,3.32291,3.03457,62,cluster0
7579,1994,142.13187,1.73626,60.51814,86.38215,106.18653,163.5159,53.56663,44.57629,0.15797,0.00059,0.14744,0.00005,0.34044,0.00052,0.03674,0.28356,0,0.0327,0,7.20447,6.42607,7.08761,39,cluster3
7580,1994,104.31823,1.38973,19.37003,119.15138,139.34276,165.85117,50.93812,45.65389,0.01466,0,0.02305,0,0.53493,0.00002,0.37613,0.05121,0,0,0,6.25719,5.5593,4.82202,5,cluster2
7581,1994,41.64933,1.62661,-24.36949,119.02663,134.33717,163.95229,53.60569,45.098,0.08366,0,0.02037,0,0.4549,0.00092,0.40124,0.00275,0,0.03616,0,6.97612,7.11853,7.23698,22,cluster2
7582,1994,89.05993,2.2426,15.80128,103.36071,120.76486,163.9379,53.71636,44.3066,0.18398,0.00026,0.07868,0,0.55917,0.00036,0.15641,0.00002,0,0.02112,0,6.53442,7.27248,7.1252,43,cluster2
7583,1994,35.75152,1.19196,-34.64241,132.7182,148.95958,162.30911,52.50426,44.70822,0.03944,0,0.0079,0,0.28534,0.0001,0.51646,0,0,0.15076,0,6.81951,6.93855,6.97034,23,cluster1
7584,1994,84.29659,2.70477,16.76717,93.80152,109.86587,162.44917,52.50111,44.75923,0.25784,0.00179,0.09346,0,0.51873,0.00036,0.09141,0.02007,0.00016,0.0162,0,6.83197,6.53144,6.65179,13,cluster2
7585,1994,24.50532,1.71313,-18.28498,78.81645,88.71593,162.73901,53.7406,44.52165,0.19438,0.00002,0.05531,0,0.6712,0.00027,0.05022,0.00029,0.00061,0.02771,0,6.88417,7.0084,6.83639,12,cluster2
7586,1991,43.46592,1.44489,5.61251,55.11818,64.08636,162.24202,52.50604,44.71519,0.60275,0,0.11735,0,0.22501,0.01328,0.01905,0.00009,0,0.02119,0.00129,7.17807,6.98878,6.92974,48,cluster3
7587,1991,134.04028,1.97733,54.75476,86.62399,105.82434,163.20323,52.32873,44.6099,0.34282,0,0.31491,0,0.33429,0.00416,0.00381,0,0,0,0,7.33046,7.00479,6.48722,107,cluster4
7588,1991,53.8229,3.41755,-16.288,119.97459,136.32695,162.90993,53.79131,44.14157,0.17537,0,0.12442,0,0.22978,0.00253,0.09175,0,0,0.37614,0,5.58506,5.76402,5.3445,10,cluster1
7589,1991,210.11214,1.29664,108.32202,85.72218,110.74038,161.86598,52.15354,44.30448,0.51179,0,0.34057,0,0.04436,0.00153,0.02055,0.00187,0.04416,0.00052,0.03463,7.71618,6.12852,5.31104,474,cluster4
7590,1991,197.35942,1.19234,104.21269,75.03211,97.97518,163.23735,52.98329,45.10579,0.60479,0.00609,0.16326,0,0.17756,0.00025,0.01225,0.01955,0.00021,0.00061,0.01544,7.34733,5.35992,6.57913,1,cluster3
7591,1992,139.19208,1.21242,68.29743,64.49417,81.84966,162.8428,52.87267,45.05548,0.66209,0,0.15625,0,0.12667,0.00694,0.02917,0.00624,0.00942,0.00305,0.00018,7.38699,6.72256,6.49213,307,cluster3
7592,1992,134.7305,0.94289,65.67507,63.39112,80.28812,165.00284,53.41768,44.91,0.6033,0.00064,0.29765,0.00096,0.07763,0.00133,0.00784,0.00233,0.00307,0.00522,0.00003,7.07723,6.65693,6.23549,221,cluster4
7593,1992,109.1265,0.95074,48.7144,61.31568,76.01319,159.75311,51.42507,42.80831,0.56123,0.00016,0.28198,0.00266,0.13732,0.00421,0.00543,0.00248,0.00319,0.0013,0.00004,7.19437,6.83435,6.52786,222,cluster3
7594,1992,142.18059,0.86854,67.20328,71.57812,89.88442,161.14574,53.4756,44.09996,0.44544,0.00015,0.47813,0.00263,0.05649,0.00467,0.00586,0.0009,0.00402,0.00165,0.00004,7.05736,6.56309,6.07367,131,cluster4
7595,1992,68.96893,0.71134,26.79603,47.63728,57.82764,162.84074,53.06206,44.97436,0.72214,0.00021,0.14223,0.00247,0.12034,0.00116,0.00515,0.00147,0.00344,0.00133,0.00006,6.79671,6.59641,6.44312,217,cluster0
7596,1992,69.43703,0.63946,27.3499,47.13259,57.3081,161.51901,52.29104,44.44748,0.7296,0.00137,0.18725,0.00087,0.06516,0.00018,0.0047,0.00246,0.0031,0.00528,0.00004,6.654,6.34901,6.18138,215,cluster0
7597,1992,123.99053,1.36056,52.01707,77.08535,94.53734,162.16769,52.41585,44.56439,0.64616,0.00346,0.08821,0.00263,0.07835,0.01038,0.13867,0.00839,0.00096,0.02102,0.00176,6.65581,6.68272,6.45297,32,cluster3
7598,1992,115.23161,1.00291,25.38368,122.74175,144.14514,162.95642,53.63911,44.60038,0.02923,0.00317,0.16245,0,0.45021,0.09189,0.20057,0.0195,0.00025,0.04103,0.0017,7.46706,7.65166,7.48692,577,cluster2
7599,1985,151.75974,0.61619,82.26117,52.96238,70.12425,162.22792,52.40868,44.53441,0.85525,0.00239,0.05068,0.00428,0.04219,0.01068,0.0173,0.01128,0.00008,0.00588,0,5.37073,5.53934,4.80719,29,cluster0
7600,1985,139.79102,1.63025,57.87553,88.62292,108.47278,161.17084,52.21872,44.40535,0.47085,0.00003,0.12965,0.00137,0.20171,0.00346,0.18767,0.00121,0.00034,0.00364,0.00006,6.99783,7.03222,6.55953,22,cluster3
7601,1985,131.43948,1.46041,47.7892,98.08251,118.24328,163.26431,52.9735,45.1234,0.40716,0.01958,0.09321,0.02377,0.22207,0.03944,0.08603,0.01656,0.02299,0.04684,0.02236,7.6221,7.70799,7.48808,274,cluster3
7602,1985,151.03152,1.15446,56.97625,108.10898,130.80885,165.58839,51.17472,45.71471,0.0114,0.22148,0.00093,0,0.38132,0.00019,0.16031,0.18513,0,0.03925,0,7.58489,7.68583,6.84144,41,cluster2
7603,1985,128.69154,1.1934,39.94057,111.27767,132.56361,162.07758,52.48118,44.71067,0.08043,0.01955,0.31427,0.01584,0.34347,0.03246,0.12639,0.0131,0.02193,0.01528,0.01728,7.6992,7.56155,7.49765,181,cluster4
7604,1985,118.33863,1.53185,43.68438,86.84085,104.84347,162.80313,53.13967,45.01791,0.54135,0,0.11638,0.00004,0.1486,0.00268,0.17338,0.00085,0.00004,0.01668,0,7.10066,7.25254,7.04291,110,cluster3
7605,1985,120.58751,1.54134,44.98679,87.44004,105.67814,162.61566,52.74353,44.98099,0.53512,0.00685,0.10258,0.00004,0.1522,0.00225,0.19025,0.00167,0.00003,0.00901,0,7.03963,7.14971,7.00367,103,cluster3
7606,1985,119.52104,1.52465,44.28206,87.34975,105.49586,163.05309,52.48584,44.90686,0.52859,0.00009,0.12199,0.00004,0.14665,0.00261,0.16945,0.00669,0.00003,0.02387,0,7.13348,7.24515,7.05335,121,cluster3
7607,1985,128.19054,1.48865,48.37438,91.7263,110.98986,162.22803,52.46688,44.74765,0.41314,0.00211,0.20891,0.00005,0.15995,0.00652,0.19618,0.00467,0.0002,0.00786,0.0004,7.06797,7.15334,6.96305,103,cluster4
7608,1985,109.07044,1.44087,22.33283,119.94876,140.59019,162.13197,52.41464,44.60683,0.0329,0.00105,0.15675,0,0.44796,0.03959,0.23376,0.03436,0.00056,0.05288,0.00019,7.4713,7.71432,7.49441,3,cluster2
7609,1985,113.61185,1.88221,29.49942,111.0614,131.15401,162.77805,52.45068,45.17289,0.08351,0.036,0.26786,0.01559,0.25551,0.0332,0.20806,0.02277,0.0228,0.03076,0.02394,7.58644,7.53389,7.53008,1,cluster4
7610,1985,166.12479,1.53358,70.97358,100.43096,123.52438,163.31537,52.82649,44.66029,0.39324,0.01678,0.04265,0.03454,0.31292,0.03493,0.04198,0.04575,0.02801,0.03289,0.0163,7.20041,7.66901,7.67841,193,cluster3
7611,1985,112.58471,1.63952,31.80324,104.33586,123.66636,162.14467,52.48816,44.74354,0.157,0.02593,0.07318,0.02085,0.46222,0.03661,0.10974,0.03148,0.01524,0.051,0.01674,7.73242,7.74644,7.70495,331,cluster2
7612,1987,139.04156,1.12657,57.3373,88.65518,108.4501,162.21971,52.43735,44.57191,0.24242,0.00002,0.46685,0.02135,0.14916,0.01326,0.03067,0.01957,0.02489,0.02158,0.01023,7.50746,7.28441,6.9048,533,cluster4
7613,1987,140.04669,1.9859,54.17064,97.267,118.01365,161.8094,52.55876,44.67716,0.44456,0.03039,0.07779,0.00625,0.17638,0.05647,0.09647,0.02651,0.01218,0.04561,0.02739,7.47781,7.65351,7.40166,166,cluster3
7614,1987,137.04311,2.24991,52.91146,95.39768,115.72138,163.32265,52.74418,44.67651,0.45225,0,0.14077,0.00003,0.17146,0.00401,0.20585,0.00369,0.0001,0.02181,0.00003,7.29359,7.503,7.22978,57,cluster3
7615,1987,19.26412,1.41776,3.30369,22.61165,26.40204,162.20462,52.35616,44.51695,0.83943,0,0.01177,0,0.051,0.00001,0.04456,0.00469,0.01566,0.03289,0,2.12592,2.14275,2.16507,3,cluster0
7616,1987,91.95204,1.97176,11.42321,117.60405,136.67784,162.93901,53.09201,44.99339,0.09727,0.00096,0.04366,0,0.27482,0.02307,0.33439,0.12065,0.00004,0.1051,0.00004,7.59602,7.80286,7.74619,42,cluster1
7617,1987,131.70976,1.54542,45.71783,103.11338,123.80553,162.96335,52.95175,45.06436,0.12333,0.02921,0.26917,0.02313,0.29592,0.06719,0.06843,0.03773,0.03136,0.02832,0.0262,7.60625,7.60862,7.3877,109,cluster4
7618,1987,145.24971,1.22071,57.93974,96.97095,118.09175,163.13554,53.12747,45.07491,0.17044,0.00086,0.45799,0.03511,0.21729,0.02045,0.02188,0.00793,0.02822,0.02478,0.01504,7.52308,7.35126,6.85969,135,cluster4
7619,1987,144.19011,1.29975,57.61481,96.04597,116.99062,162.31131,52.38477,44.51893,0.17223,0.00086,0.48256,0.02716,0.16759,0.02313,0.0292,0.02188,0.02846,0.03141,0.01551,7.48681,7.28822,6.8822,560,cluster4
7620,1987,95.79379,1.93525,14.01425,117.81269,137.20607,163.07793,52.97203,45.06295,0.10676,0.00091,0.03818,0,0.31035,0.02315,0.30731,0.11163,0.00003,0.10163,0.00004,7.57764,7.79435,7.752,58,cluster1
7621,1987,138.36169,1.72756,51.06963,101.54827,122.59836,163.30432,52.82057,44.65778,0.23358,0.02552,0.09895,0.04104,0.29859,0.06776,0.09528,0.06319,0.03125,0.02733,0.01749,7.61682,7.67209,7.6129,175,cluster3
7622,1987,131.22156,1.74273,46.53922,100.52572,120.91742,162.13582,52.41672,44.55383,0.22824,0.03202,0.09372,0.02274,0.32473,0.07085,0.08477,0.0532,0.02953,0.03549,0.02472,7.64667,7.69735,7.61173,191,cluster3
7623,1987,133.06297,0.8385,67.50924,56.7148,72.80496,165.16591,53.77379,45.23224,0.85454,0.00125,0.04149,0,0.04772,0.02313,0.00836,0.00949,0.00001,0.01397,0.00004,6.52101,6.49589,6.47782,39,cluster0
7624,1987,118.37663,1.42122,57.61681,55.88907,70.75461,162.00189,52.62821,44.66308,0.7398,0,0.12092,0.00027,0.04566,0.03779,0.03001,0.00012,0.00811,0.00272,0.01459,6.16949,6.12858,5.67856,72,cluster0
7625,1987,133.38754,1.4855,31.04768,138.37604,162.77588,158.95821,52.35511,43.54091,0.10439,0.0028,0.07315,0.00201,0.12974,0.11332,0.53836,0.00861,0.00074,0.02525,0.00162,6.79058,7.0103,7.03103,180,cluster1
7626,1987,98.26499,2.03135,15.877,117.51047,137.06516,156.2117,53.24165,41.45865,0.08994,0.00086,0.04549,0,0.24741,0.02393,0.34891,0.15743,0.00008,0.08591,0.00004,7.40582,7.77384,7.63494,48,cluster1
7627,1987,100.71465,1.97775,19.09125,114.16659,133.57234,162.34428,52.5038,44.78478,0.10128,0.00089,0.04619,0,0.26458,0.02394,0.33475,0.16521,0.00008,0.06306,0.00003,7.50729,7.74143,7.61242,51,cluster1
7628,1987,164.53314,1.7306,70.76308,98.42372,121.18986,166.07948,50.91248,45.68468,0.41509,0.01761,0.06296,0.02603,0.23408,0.03522,0.04062,0.05718,0.04112,0.05764,0.01246,7.25438,7.53815,7.62432,84,cluster3
7629,1987,164.80403,1.76083,69.7015,101.20796,124.2776,161.66844,52.15558,44.24454,0.39846,0.02121,0.06001,0.04612,0.24112,0.04285,0.04191,0.0491,0.03049,0.05158,0.01717,7.28475,7.59611,7.61314,98,cluster1
7630,1987,103.11947,1.52862,37.55149,76.81832,92.62193,159.80617,52.09352,43.99654,0.48933,0.00034,0.03288,0.00166,0.19861,0.006,0.08372,0.15182,0.01344,0.01904,0.00317,7.24828,7.03583,7.23337,1,cluster3
7631,1987,147.07407,1.5234,62.13421,90.47261,111.07588,161.97639,53.39956,43.74242,0.35471,0.01124,0.06932,0.03698,0.37028,0.02069,0.04093,0.06094,0.00997,0.01824,0.0067,7.27318,7.56959,7.53174,1,cluster2
7632,1987,154.4064,1.39225,65.04995,95.38808,117.05961,162.85767,52.87982,45.05993,0.3818,0.00977,0.03899,0.01999,0.38805,0.02047,0.04432,0.04923,0.01775,0.01785,0.01179,7.12929,7.44147,7.45803,1,cluster2
7633,1987,146.85188,1.01565,63.88282,86.23496,106.39106,162.73654,52.76087,45.02793,0.1075,0.00433,0.43571,0.0246,0.328,0.00665,0.02893,0.04504,0.00568,0.0106,0.00296,7.02345,6.91573,6.93386,1,cluster4
7634,1987,154.57144,1.35653,65.53999,94.55406,116.15379,162.96544,52.94836,45.02981,0.37545,0.00778,0.049,0.02023,0.38392,0.01659,0.04639,0.05282,0.02205,0.0172,0.00856,7.17052,7.43116,7.46362,1,cluster2
7635,1987,163.46457,1.53285,72.53302,92.82203,114.93688,160.63869,51.86464,43.63102,0.33548,0.00689,0.04787,0.04278,0.34263,0.02002,0.04689,0.10704,0.02565,0.01543,0.00933,7.23831,7.51426,7.59084,1,cluster3
7636,1987,160.37038,1.52171,70.8996,91.64473,113.39978,155.89384,50.96491,44.48181,0.34265,0.00623,0.03894,0.04458,0.35095,0.02017,0.04394,0.11091,0.01857,0.01311,0.00995,7.2132,7.50488,7.59704,1,cluster3
7637,1987,159.02301,1.54322,69.65939,92.3094,114.02722,160.91129,53.3414,41.73156,0.33136,0.00849,0.05271,0.03736,0.36211,0.0229,0.04329,0.09913,0.01957,0.01662,0.00647,7.25225,7.52923,7.61465,1,cluster2
7638,1987,154.72314,1.42912,65.89173,94.00712,115.56315,161.88628,52.15985,44.3347,0.29015,0.01057,0.14127,0.05613,0.36306,0.02073,0.0311,0.05035,0.01287,0.01453,0.00924,7.28467,7.56349,7.48903,99,cluster2
7639,1987,143.25517,0.8758,62.87949,82.87355,102.40924,163.90855,52.96218,44.61299,0.08494,0.00097,0.51652,0.00206,0.32691,0.00536,0.01775,0.03224,0.00036,0.01089,0.00199,6.63833,6.46057,6.64028,64,cluster4
