@relation exemplo4_weka-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R28-34-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Remove-R25-weka.filters.unsupervised.attribute.Remove-R2_clustered

@attribute Instance_number numeric
@attribute year numeric
@attribute saturation numeric
@attribute tamura_contrast numeric
@attribute arousal numeric
@attribute pleasure numeric
@attribute dominance numeric
@attribute hue_m numeric
@attribute sat_m numeric
@attribute val_m numeric
@attribute black numeric
@attribute blue numeric
@attribute brown numeric
@attribute green numeric
@attribute gray numeric
@attribute orange numeric
@attribute pink numeric
@attribute purple numeric
@attribute red numeric
@attribute white numeric
@attribute yellow numeric
@attribute entropy_r numeric
@attribute entropy_g numeric
@attribute entropy_b numeric
@attribute count numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4}

@data
7411,1996,0,2.08763,-59.48535,132.40288,145.83505,162.09129,52.43317,44.56535,0.09088,0,0.00107,0,0.20909,0,0.27654,0,0,0.42242,0,6.49098,6.49098,6.49098,74,cluster1
7412,1996,139.78366,2.31901,45.08298,117.08523,139.82201,161.79037,52.10673,44.2523,0.05595,0.00604,0.19202,0.0006,0.3186,0.02386,0.32802,0.0062,0.01303,0.05546,0.00021,6.69694,6.91296,6.79348,67,cluster1
7413,1996,111.33572,2.60127,45.85136,71.12467,86.98891,165.36565,50.7958,45.36866,0.47103,0.00998,0.04273,0,0.14044,0.12878,0.07762,0.1002,0.01688,0.01068,0.00166,5.1619,5.4336,5.39693,35,cluster3
7414,1996,97.6768,1.06569,46.47748,48.48483,60.99123,163.44209,53.14549,44.94993,0.67101,0.08725,0.00736,0,0.19427,0.00011,0.01829,0.01989,0.00003,0.00178,0.00001,4.25969,4.63728,4.91536,138,cluster0
7415,1996,171.80093,1.10718,74.26155,101.94175,125.62936,165.67857,51.15173,45.68361,0.03851,0.36145,0.14061,0,0.40005,0.00191,0.02892,0.01814,0.00004,0.0102,0.00018,6.16691,6.62934,7.16581,172,cluster2
7416,2010,166.73483,1.0658,70.02366,103.49423,126.9458,163.0038,53.27018,44.89617,0.05605,0.30264,0.0655,0.00002,0.50911,0.00132,0.02513,0.02385,0.00061,0.01578,0,6.41649,7.04298,7.21957,99,cluster2
7417,2010,187.3107,0.89563,84.19029,103.96747,129.06541,155.41898,50.79656,44.31359,0.0342,0.38698,0.00464,0,0.51843,0.00085,0.01827,0.03297,0,0.00304,0.00063,5.79962,6.62568,6.7739,115,cluster2
7418,2010,174.00104,1.1142,75.92142,101.66941,125.5003,161.30855,52.25432,44.38364,0.07392,0.34039,0.00402,0,0.51615,0.00025,0.01711,0.03353,0,0.01437,0.00025,6.14254,6.70364,7.16412,110,cluster2
7419,2010,158.53029,1.11048,65.15987,101.55806,124.17586,161.85071,52.15299,44.32234,0.13598,0.16972,0.09882,0,0.52704,0.00855,0.03865,0.00834,0.0002,0.01265,0.00004,7.00423,7.2098,7.46793,138,cluster2
7420,2010,149.75479,0.95817,60.86994,97.45645,118.97647,166.69386,51.22232,45.74547,0.07384,0.2474,0.10018,0,0.52831,0.00149,0.02729,0.01063,0.00009,0.01076,0,6.67199,6.81105,7.33571,114,cluster2
7421,2010,168.56696,1.00704,73.50566,98.5938,121.69054,158.5919,50.967,44.11337,0.17688,0.18229,0.08717,0,0.48376,0.00422,0.03235,0.02448,0.00013,0.00868,0.00005,6.78837,7.10501,7.42256,204,cluster2
7422,2010,153.23846,0.87596,63.58553,96.83089,118.55805,162.83653,52.88677,45.0887,0.07154,0.22296,0.20764,0,0.45787,0.00137,0.02057,0.00909,0.00005,0.00891,0,6.75424,6.78546,7.44715,130,cluster2
7423,2010,160.14264,1.13253,66.95646,100.06717,122.65898,166.92183,51.1344,45.6289,0.06333,0.31968,0.17019,0,0.37781,0.00156,0.03359,0.02435,0.00017,0.00932,0,6.32125,6.90536,7.32636,139,cluster2
7424,2010,141.42337,0.93248,55.79929,95.78335,116.48643,162.04515,52.37196,44.59323,0.08345,0.11924,0.24601,0,0.49994,0.00205,0.02758,0.01343,0.00007,0.00822,0,7.21633,6.9548,7.55388,168,cluster2
7425,2010,151.04366,1.2017,60.97662,99.22381,121.02323,164.1535,53.0212,44.64083,0.06119,0.33569,0.07341,0,0.4565,0.00126,0.03599,0.02424,0.0003,0.01141,0,6.27664,6.92262,7.18297,229,cluster2
7426,2010,165.75012,0.9855,73.17159,94.95583,117.4647,164.50923,53.54467,44.9024,0.18836,0.25194,0.17194,0,0.32388,0.00408,0.03474,0.01537,0,0.00967,0.00002,6.77434,6.88379,7.36694,294,cluster3
7427,2010,109.88258,1.74903,2.84824,164.58093,189.81335,164.48891,53.53062,44.89674,0.01716,0.00023,0.02081,0.00008,0.04476,0.39007,0.06013,0.00379,0.00127,0.46131,0.0004,3.29536,4.27901,4.03155,1,cluster1
7428,2010,102.77679,1.79218,19.71798,115.97924,135.72906,163.58299,52.52393,44.77263,0.06173,0.00005,0.13776,0,0.51356,0.00902,0.20907,0.00049,0.00307,0.06287,0.00239,7.69842,7.85671,7.70194,78,cluster2
7429,2010,89.74597,1.85166,7.62087,122.63584,142.04872,163.05449,52.47967,45.08521,0.06141,0.00005,0.06006,0,0.49857,0.00902,0.2669,0.00048,0.00306,0.09805,0.00239,7.61972,7.74473,7.58565,65,cluster2
7430,2010,89.70739,1.81189,7.80745,122.16053,141.5222,163.64426,52.41551,44.76481,0.06023,0.00005,0.05925,0,0.49867,0.00902,0.30133,0.00049,0.00306,0.06552,0.00239,7.51522,7.64925,7.49266,78,cluster2
7431,2010,91.41248,1.84664,9.4894,121.06908,140.45248,163.17349,53.8748,44.55774,0.0707,0.00005,0.0604,0,0.50305,0.00902,0.26796,0.00048,0.00306,0.08288,0.00239,7.64136,7.7709,7.60868,71,cluster2
7432,2010,92.90633,1.8304,10.65645,120.7951,140.26675,164.09653,53.3055,44.96545,0.06793,0.00026,0.06482,0.00008,0.50941,0.00927,0.26548,0.00076,0.00312,0.07642,0.00244,7.63659,7.76271,7.59521,71,cluster2
7433,2010,114.03588,1.61036,18.60815,135.96283,158.61459,163.23241,52.98306,44.54601,0.05478,0.00005,0.1383,0,0.33965,0.00009,0.45778,0.00034,0,0.00902,0,7.42073,7.58486,7.31154,252,cluster1
7434,2010,113.68195,1.46961,20.50794,131.18375,153.32318,164.23703,53.43284,44.93296,0.05905,0.00008,0.1237,0.00003,0.45723,0.00023,0.35193,0.0004,0,0.00736,0,7.53967,7.65107,7.39755,258,cluster2
7435,2010,124.9135,1.34849,42.13398,100.51886,120.41985,162.13782,52.46512,44.67894,0.31012,0,0.19213,0,0.38711,0.00003,0.10722,0.00032,0,0.00308,0,7.3427,7.26712,7.22604,268,cluster2
7436,2010,123.81688,2.12139,30.85373,123.92073,146.11064,161.57314,52.11373,44.31308,0.20279,0,0.14938,0,0.19982,0.00017,0.44293,0.00035,0,0.00455,0,7.44316,7.52867,7.32402,6,cluster1
7437,2010,171.61971,1.61174,73.4323,103.50561,127.3378,131.69273,46.47917,45.31994,0.60406,0.00003,0.12704,0,0.07944,0.00005,0.15574,0.00028,0,0.03335,0.00001,6.82817,6.64952,6.41493,180,cluster1
7438,2010,99.38327,1.90324,13.37228,124.82497,145.20857,163.76733,54.6524,43.94972,0.10653,0,0.13391,0,0.36501,0.00008,0.33901,0.00031,0,0.05515,0,7.63401,7.83735,7.73198,6,cluster2
7439,2010,186.86449,0.57342,99.14085,69.99635,91.61328,162.23405,52.37885,44.51081,0.48286,0.00442,0.20301,0,0.00879,0.0027,0.00182,0.2794,0.01688,0.00013,0,7.398,5.80688,7.25247,181,cluster3
7440,2010,141.0174,1.07442,67.27875,69.60083,87.61617,162.19357,52.4058,44.54616,0.57299,0.01707,0.16731,0,0.10894,0.01235,0.01145,0.0847,0.00098,0.02365,0.00056,7.33351,6.73088,7.13506,45,cluster3
7441,2010,114.48716,2.26222,40.15933,88.69604,106.58768,162.1606,52.48482,44.73748,0.42921,0.02315,0.03984,0,0.2478,0.00231,0.15605,0.04298,0,0.04895,0.00972,7.34368,7.47798,7.79152,106,cluster3
7442,2010,152.31206,0.71649,82.84722,52.51705,69.67664,162.81734,53.14304,45.01608,0.84576,0.04583,0.0279,0,0.04567,0,0.00606,0.01653,0,0.01225,0,5.83627,5.91919,6.52276,182,cluster0
7443,2010,185.24284,1.33849,85.97491,96.77875,120.98676,162.3197,52.40375,44.57358,0.19757,0.14133,0,0,0.32367,0,0.08455,0.24954,0,0.00334,0,7.46736,7.30529,7.52329,50,cluster3
7444,2010,183.90688,0.49524,99.6888,64.17622,84.97295,160.79604,53.06446,42.42148,0.57447,0.10211,0.00885,0,0.02242,0.00004,0.00593,0.28504,0,0.00113,0,6.26518,5.98048,7.65465,43,cluster0
7445,2010,25.01664,1.76168,-32.54743,111.35725,124.59768,164.72897,53.60733,45.28138,0.00639,0,0.0018,0,0.64936,0,0.1835,0,0,0.15894,0,7.04985,7.06985,7.1496,43,cluster2
7446,2010,74.89718,1.25605,19.18671,73.79547,87.10006,163.89876,52.55196,44.80821,0.31909,0,0.0368,0,0.4733,0,0.01106,0.09635,0,0.06339,0,7.27626,6.96485,7.39378,27,cluster2
7447,2010,77.5937,1.31571,15.51807,86.15554,100.92352,163.42078,53.1283,44.78559,0.19432,0,0.02884,0,0.58932,0,0.07194,0.0831,0,0.03248,0,7.71804,7.27568,7.83953,1,cluster2
7448,2010,61.08622,1.35299,11.49397,69.43527,81.22468,155.25737,51.03812,44.45392,0.36861,0,0.12301,0,0.43581,0,0.0427,0.01938,0,0.01049,0,7.70369,7.34994,7.47564,5,cluster3
7449,2010,76.96144,0.63917,31.03613,50.63187,61.74689,162.49475,52.2677,44.44664,0.65434,0,0.04258,0,0.12023,0,0.00398,0.17127,0,0.0076,0,6.7426,6.48819,7.19282,202,cluster0
7450,2010,94.90369,1.04945,27.65231,86.07247,102.17669,165.2135,53.86831,45.12512,0.16645,0,0.36318,0,0.44856,0.00071,0.0161,0.00104,0,0.00384,0.00011,7.6904,7.03387,6.76181,44,cluster4
7451,2010,76.06158,1.27311,14.45014,86.14934,100.79768,161.99283,52.61186,44.67777,0.15526,0,0.06167,0,0.63085,0,0.0685,0.08341,0,0.00031,0,7.53368,7.18719,7.63441,37,cluster2
7452,2010,117.98208,1.05404,43.16852,87.43444,105.46959,162.3788,52.21635,44.36411,0.13014,0,0.03599,0,0.43786,0.00211,0.05391,0.33647,0.00002,0.00277,0.00073,7.6233,7.16515,7.54714,55,cluster2
7453,2010,116.36371,0.84181,55.47323,57.52921,72.40477,163.87302,52.55644,44.8358,0.84826,0.01218,0.00254,0.00006,0.08734,0.00003,0.01239,0.02203,0.00003,0.01514,0,6.05645,6.57965,6.8873,219,cluster0
7454,2010,143.32214,0.77502,74.58786,56.91714,73.82477,163.44707,52.36956,44.76367,0.83541,0.0154,0.00819,0.00057,0.03463,0.00393,0.02418,0.06668,0.00199,0.00832,0.00071,6.18462,6.34078,7.01271,104,cluster0
7455,2010,156.59395,0.75769,83.02191,58.78866,76.91713,161.96204,52.61824,44.66494,0.77175,0.10525,0.00868,0.00196,0.05466,0.00015,0.00714,0.0434,0,0.00701,0,5.88689,6.37735,7.11666,148,cluster0
7456,2010,78.94075,3.4188,18.07861,82.55159,97.05859,163.25641,52.98685,45.13204,0.27796,0.17849,0.00529,0.00408,0.49633,0.00002,0.02471,0.00183,0.00009,0.01104,0.00016,3.15775,2.92153,3.07016,31,cluster2
7457,2010,152.11336,3.18018,63.11143,96.13603,117.7053,162.52261,52.2721,44.47001,0.2857,0.17739,0.00145,0.00409,0.21128,0.28832,0.01745,0.00065,0,0.01274,0.00093,3.47902,2.85189,2.92688,30,cluster3
7458,2010,42.07571,2.40804,-14.39237,97.48273,110.64078,161.77161,52.57129,44.6688,0.17509,0.06513,0.00358,0.00379,0.66686,0,0.07555,0.00118,0.00007,0.00875,0,4.21531,4.18453,4.35441,500,cluster2
7459,2010,137.79094,1.75603,49.34331,104.50291,125.80842,162.07208,52.63151,44.6869,0.1767,0.04906,0.15923,0,0.43003,0.04177,0.07134,0.01544,0.00306,0.04517,0.0082,7.80912,7.77362,7.78147,312,cluster2
7460,2010,83.49381,1.93446,29.22596,64.82195,77.88399,161.50848,52.28766,44.44218,0.47917,0.0003,0.0896,0,0.33217,0.00039,0.05168,0.01485,0.00004,0.03178,0.00001,5.73947,5.76373,5.74291,199,cluster3
7461,2010,82.82544,1.93694,30.81838,60.23789,72.78295,163.65833,53.46425,44.06299,0.5565,0.00016,0.13332,0,0.20829,0.01833,0.05646,0.01035,0,0.01542,0.00117,6.07661,6.07095,5.91906,141,cluster3
7462,2010,105.44003,2.60414,18.30223,123.27304,143.9697,162.22975,52.378,44.51222,0.16068,0.004,0.09261,0.0001,0.34649,0.00622,0.33804,0.00498,0.00006,0.04601,0.0008,7.18023,7.4997,7.40224,5,cluster1
7463,2010,88.43091,1.82763,21.98096,88.62749,104.4881,163.26665,53.53112,43.80347,0.26671,0.00247,0.15353,0,0.41724,0.00155,0.13488,0.01274,0,0.01088,0,7.83364,7.73702,7.76623,321,cluster2
7464,2010,105.6477,1.32709,39.75131,75.85457,91.7568,161.08858,53.27283,43.75721,0.35934,0,0.31661,0,0.25628,0.00012,0.06335,0.00142,0,0.00287,0,7.6869,7.39722,7.24431,148,cluster4
7465,2010,115.06986,2.16749,28.69543,115.11884,135.73633,162.09166,52.42899,44.57338,0.16257,0,0.2404,0,0.25445,0.00193,0.33621,0.00002,0.00006,0.00347,0.00088,7.31526,7.34442,7.07251,205,cluster4
7466,2010,110.34462,2.62881,23.65147,118.99568,139.6394,162.00337,52.47014,44.73271,0.18721,0.00004,0.25094,0,0.20401,0.00016,0.32553,0.00001,0,0.0321,0,6.7445,7.16634,6.89563,10,cluster4
7467,2010,118.72749,1.81449,39.71172,96.28811,115.27935,162.24857,52.36962,44.52552,0.24462,0,0.24182,0,0.35767,0.00458,0.1327,0.0016,0.00002,0.01696,0.00003,7.80631,7.79294,7.60815,383,cluster4
7468,2010,104.8126,2.21659,21.34361,115.52757,135.38972,162.89903,53.08487,44.99628,0.16471,0,0.21008,0,0.25149,0.00077,0.35628,0.00021,0,0.01585,0.00062,7.3851,7.39783,7.18403,108,cluster1
7469,2010,101.10157,1.38961,38.29409,72.02663,87.18736,161.7365,52.17218,44.28692,0.4709,0,0.20203,0,0.2735,0.00023,0.05131,0.00026,0,0.00176,0,7.56098,7.44088,7.20081,239,cluster3
7470,2010,118.17441,1.84188,33.27419,109.75648,130.07112,161.99593,52.5953,44.68227,0.15952,0,0.272,0,0.31254,0.00609,0.21996,0.01395,0.00063,0.01531,0,7.43042,7.41098,7.27819,97,cluster4
7471,2010,109.14483,2.63008,22.27497,120.19326,140.86526,163.44112,52.74395,44.69679,0.18478,0.00009,0.23921,0,0.21118,0.00035,0.33077,0.00016,0.00005,0.0334,0,6.80785,7.22594,7.02727,11,cluster1
7472,2010,82.99724,1.82444,15.69619,94.16419,110.1644,163.65672,53.45592,44.06462,0.22624,0,0.10542,0,0.50955,0.00365,0.14221,0.00372,0.00001,0.00919,0,7.84116,7.73527,7.7538,219,cluster2
7473,2010,101.6335,1.76902,23.81246,105.08735,123.64339,161.74255,52.33183,44.4922,0.17005,0.00001,0.25551,0,0.3481,0.00001,0.20867,0.0001,0,0.01754,0,7.54453,7.50647,7.39951,156,cluster4
7474,2010,116.27749,1.57667,39.74043,92.41326,110.82109,161.84123,52.33749,44.47211,0.26294,0,0.16001,0,0.49337,0.00418,0.0648,0.00005,0.00007,0.01454,0.00004,7.78333,7.64171,7.24785,125,cluster2
7475,2010,147.57326,1.28722,54.88855,107.37652,129.73346,161.79597,52.57974,44.67279,0.17488,0,0.39091,0,0.31037,0.06717,0.04884,0.00009,0.00004,0.00739,0.0003,7.7138,7.47116,7.05367,146,cluster4
7476,2010,138.50845,1.73653,48.1085,108.36745,130.12074,162.14017,52.48063,44.6993,0.12726,0,0.32804,0,0.37301,0.00889,0.14911,0.00006,0.00012,0.01347,0.00004,7.78276,7.78242,7.45138,342,cluster4
7477,2010,112.82292,1.55093,39.17678,88.29431,106.01591,164.73611,53.74709,45.21193,0.4105,0.00006,0.07599,0,0.43494,0.00173,0.06541,0.00008,0,0.01115,0.00015,7.62021,7.6585,7.50138,346,cluster2
7478,2010,120.31633,1.8253,41.69179,94.35227,113.27055,161.20601,52.20511,44.39729,0.26903,0,0.26971,0,0.29702,0.03131,0.11951,0.00082,0.00032,0.01228,0.00001,7.86358,7.73224,7.47642,321,cluster4
7479,2010,130.10941,1.86383,46.71431,98.40608,118.49636,162.55034,52.99173,45.03726,0.23714,0,0.28939,0,0.31217,0.00398,0.15053,0.00146,0.00004,0.00525,0.00004,7.76812,7.76333,7.49358,278,cluster4
7480,2010,71.10183,1.59991,10.36715,87.52247,101.92483,163.39606,53.27097,44.97741,0.19508,0,0.13186,0,0.53223,0.00327,0.10555,0.00896,0.00013,0.02285,0.00008,7.70033,7.67633,7.58452,322,cluster2
7481,2010,140.00243,1.72406,58.48976,87.58463,107.34557,162.05531,54.80855,43.0138,0.42502,0.00002,0.17733,0,0.30038,0.00266,0.07281,0.00085,0.00002,0.02076,0.00016,7.71992,7.63891,7.0475,562,cluster3
7482,2010,101.37956,1.47398,35.29741,79.12907,95.03194,162.16743,52.48967,44.72731,0.39827,0,0.20326,0,0.31866,0.00059,0.07116,0.00002,0,0.00804,0,7.56502,7.52573,7.36442,290,cluster3
7483,2010,103.12795,1.84502,33.00166,86.95855,103.79153,155.34708,51.01184,44.48253,0.30387,0.02413,0.09257,0,0.44799,0.00602,0.08352,0.01218,0.00014,0.02494,0.00464,7.68135,7.74255,7.73079,406,cluster2
7484,2010,120.42635,1.52138,45.66763,85.67394,103.72035,162.47571,54.29296,43.90666,0.30571,0,0.33671,0,0.26693,0.00324,0.08557,0.00083,0,0.001,0,7.76355,7.55431,7.2459,506,cluster4
7485,2010,106.25556,1.98663,32.00527,94.04127,111.83575,162.47635,52.26873,44.47169,0.30435,0,0.18617,0,0.3351,0.00713,0.11744,0.00231,0.0002,0.04717,0.00013,7.76338,7.76787,7.61502,460,cluster3
7486,1989,78.59446,1.84663,11.33625,97.02012,112.96805,162.20187,52.35131,44.5224,0.19065,0.00049,0.10463,0,0.51715,0.00336,0.12007,0.00236,0.00001,0.06124,0.00005,7.88731,7.85611,7.88495,320,cluster2
7487,1989,119.2821,1.50618,41.72394,92.67198,111.33945,162.55013,52.75293,45.03273,0.23583,0,0.27393,0.0008,0.40234,0.01347,0.07158,0.00014,0.00029,0.0009,0.00073,7.83431,7.61475,7.30968,293,cluster2
7488,1989,127.36841,1.48334,48.5741,90.00296,109.02782,162.94746,53.26456,44.9173,0.272,0,0.2901,0,0.36059,0.00287,0.07108,0.00003,0,0.00333,0,7.71255,7.58714,7.30198,283,cluster4
7489,1989,37.19054,1.087,17.50395,18.8889,23.69416,163.33981,52.47557,44.88273,0.8141,0.1143,0.00089,0,0.0465,0,0.00368,0.00458,0.00006,0.01547,0.00042,1.23644,1.02698,1.75358,4,cluster0
7490,1989,96.56267,1.04424,50.95894,36.77693,48.00902,163.28555,52.96475,45.1068,0.58936,0.34413,0.00081,0,0.0395,0,0.00476,0.00445,0.00003,0.01697,0,1.80595,1.03379,2.32134,2,cluster0
7491,1989,224.54182,0.46996,109.32147,105.94277,134.13326,161.86693,52.58207,44.65728,0.02738,0.00742,0.02687,0,0.0135,0.00221,0.00701,0.90317,0,0.01222,0.00024,5.33259,5.23608,5.57232,1,cluster1
7492,1989,208.39323,1.41393,99.28988,103.15227,129.80522,163.95071,53.43056,45.11832,0.13595,0.3881,0.05553,0.00078,0.06116,0.05045,0.02358,0.24062,0,0.04335,0.00048,6.95013,6.94504,6.81643,2,cluster1
7493,1989,214.28419,1.04292,104.92853,99.76502,126.53195,163.00359,53.21357,45.02642,0.15439,0.47734,0.01007,0.00142,0.06471,0.00426,0.01115,0.24418,0,0.03199,0.00048,6.62678,6.67021,6.63569,2,cluster1
7494,1989,219.55791,1.08381,117.40194,80.20477,105.397,161.81918,52.57288,44.66884,0.2626,0.36053,0.00385,0.00112,0.05233,0.00219,0.01308,0.29459,0,0.00947,0.00024,5.36944,5.61422,6.41223,177,cluster3
7495,1989,221.57536,0.90835,116.69475,84.91696,110.74396,162.06926,52.56896,44.6925,0.19698,0.00212,0.00437,0.00074,0.03072,0.00196,0.02219,0.7307,0,0.01003,0.00018,5.50293,4.37909,5.72869,2,cluster3
7496,1989,206.76776,1.48959,103.98331,90.17719,115.38757,164.01566,53.67796,44.94163,0.36595,0.00095,0.00683,0.00948,0.15806,0.00198,0.0291,0.41497,0,0.01256,0.00012,6.68741,6.75379,6.81896,865,cluster3
7497,1989,216.70203,1.82479,110.54186,91.03171,117.10047,166.07652,50.92558,45.70576,0.5556,0.00008,0.31222,0,0.01449,0.02209,0.02365,0.00011,0.00261,0.06715,0.002,6.71284,5.5213,4.50199,37,cluster4
7498,1989,9.69511,1.95653,-27.9575,77.30857,85.9046,162.46689,52.97109,45.01784,0.12753,0.00008,0.01746,0,0.71035,0,0.01142,0,0,0.13316,0,3.88681,3.83668,4.05554,20,cluster2
7499,1989,125.7521,2.1861,49.9481,84.43055,102.76454,163.63503,52.3365,44.88644,0.45804,0.02251,0.14583,0.00011,0.23211,0.02258,0.03727,0.01036,0.00111,0.06911,0.00098,7.41537,7.32051,7.29612,134,cluster3
7500,1989,22.24875,1.7959,5.64547,22.04184,26.00628,161.96262,52.61661,44.66389,0.88413,0.00009,0.00242,0,0.01905,0,0.0156,0.00248,0,0.07623,0,1.67716,1.62557,1.67502,45,cluster0
7501,1989,28.19717,1.73631,9.4845,22.74957,27.24789,161.98535,52.36469,44.44826,0.89357,0.00008,0.00243,0,0.0168,0,0.01578,0.00107,0,0.07027,0,1.7389,1.77567,2.00117,47,cluster0
7502,1989,198.66936,1.63689,104.21622,77.06185,100.31258,162.03738,52.38754,44.60962,0.79445,0.0011,0.08971,0.00202,0.02822,0,0.00739,0.00366,0,0.07346,0,6.4813,5.7636,3.88486,79,cluster3
7503,1989,196.69656,1.53397,96.99855,90.05833,114.4743,163.6291,54.96846,43.09682,0.41755,0.00008,0.46809,0,0.03668,0.00264,0.0094,0.00013,0.00369,0.0615,0.00024,7.36542,6.45395,5.72011,44,cluster4
7504,1989,132.74982,2.08691,56.76402,80.14446,98.58722,163.94467,53.41053,44.96011,0.46447,0.00008,0.23057,0,0.20285,0,0.01987,0.00054,0,0.08162,0,7.4925,7.13179,6.87658,59,cluster3
7505,1989,148.52509,1.83989,67.80527,80.10695,99.77134,162.31171,52.43962,44.57228,0.55545,0.00121,0.19503,0,0.15912,0.00108,0.0246,0.00125,0.00001,0.05468,0.00757,7.24095,6.74911,6.31159,112,cluster3
7506,1989,202.13838,1.62745,99.77988,92.33228,117.40167,162.95557,52.92846,45.02757,0.38158,0.0001,0.48811,0,0.02544,0.00661,0.01243,0.00026,0.01934,0.06494,0.00119,7.36904,6.41661,5.55616,37,cluster4
7507,1989,201.04289,2.01399,101.2616,87.33025,111.80709,163.36852,52.50067,44.84646,0.68605,0.00011,0.15251,0,0.02849,0.00002,0.07569,0.00027,0.00036,0.05651,0,7.11622,6.33528,4.36007,17,cluster3
7508,1989,179.08641,1.41421,90.56716,76.98106,98.70237,162.98605,52.53151,45.06758,0.55912,0.00009,0.2708,0,0.10883,0.00002,0.0044,0.00022,0.00001,0.05651,0,6.95903,5.93328,5.18284,1,cluster4
7509,1990,194.72202,1.6679,99.69512,80.9849,104.32699,162.98497,52.93605,45.02389,0.58303,0.00008,0.29545,0,0.03726,0.00989,0.01444,0.00013,0.00017,0.05896,0.0006,7.3494,6.4616,5.12646,53,cluster4
7510,1990,175.4278,1.79275,86.39084,80.58582,102.38863,161.84883,52.31554,44.43572,0.58593,0.00008,0.27693,0,0.02559,0.02886,0.01398,0.00017,0.00363,0.06375,0.00109,7.3859,6.58278,5.80821,50,cluster4
7511,1990,21.62291,1.48993,6.56777,19.0155,22.62431,163.68484,53.20068,44.63174,0.91371,0.00008,0.00769,0,0.01066,0,0.00353,0,0,0.06432,0,1.93199,1.86922,1.91817,46,cluster0
7512,1990,0,0.69718,-1.93198,4.30021,4.73647,162.31506,52.39679,44.51778,0.97666,0,0,0,0,0,0.00003,0,0,0.02331,0,0.71727,0.71727,0.71727,85,cluster0
7513,1990,0,1.35159,-4.66132,10.37521,11.42776,148.25598,54.32559,41.88003,0.94343,0,0,0,0,0,0.00002,0,0,0.05655,0,1.41274,1.41274,1.41274,215,cluster0
7514,1990,8.21472,3.15883,-10.72939,36.6594,41.0166,161.28365,52.24479,44.39035,0.73644,0.00045,0.01125,0,0.00077,0.00003,0.23474,0.0001,0,0.0121,0.00413,2.15265,2.11756,2.13203,59,cluster0
7515,1990,0,0.99795,-3.01903,6.71978,7.4015,165.14189,53.8363,45.12094,0.96251,0,0,0,0,0,0.00001,0,0,0.03748,0,0.70701,0.70701,0.70701,73,cluster0
7516,1990,150.68857,0.56235,88.09141,38.31922,53.91234,162.88686,53.09683,45.04301,0.97824,0.00056,0.00165,0.00007,0.00044,0.00114,0.00025,0.00004,0.00145,0.01616,0,0.48886,0.48909,0.49192,16,cluster0
7517,1990,143.19138,1.29698,80.74526,43.00856,58.49502,162.91171,52.60144,45.14598,0.94083,0.00053,0.00165,0.00081,0.00058,0.00114,0.00032,0.00026,0.00145,0.05243,0,1.18738,1.16839,1.19167,75,cluster0
7518,1990,114.41974,4.08808,47.63504,71.95168,88.13938,162.0065,52.62907,44.68733,0.73059,0.0005,0.00455,0.00102,0.00135,0.00266,0.00084,0.001,0.00363,0.25385,0,2.87449,2.77877,2.88056,41,cluster3
7519,1989,113.50705,4.12548,46.82223,72.34117,88.49749,162.32858,52.37069,44.51434,0.72721,0.0005,0.00455,0.00102,0.00135,0.00266,0.00085,0.001,0.00363,0.25723,0,2.9391,2.83628,2.94443,53,cluster3
7520,1989,100.35358,4.74017,34.28715,79.7818,95.67119,163.17345,53.88481,44.55443,0.66741,0,0.00448,0.00122,0.00138,0.00259,0.00096,0.00119,0.00364,0.31714,0,3.48254,3.35068,3.49871,92,cluster3
7521,1988,35.56469,1.61777,10.60618,31.71299,37.69295,162.75951,52.83702,45.05079,0.80071,0,0.01276,0,0.18084,0.00019,0.005,0.00043,0,0.00008,0,3.32092,3.15273,3.29558,27,cluster0
7522,1988,17.95762,0.21275,9.97974,5.71981,7.69505,161.7818,52.30329,44.42578,0.98326,0,0,0.01375,0.00298,0,0,0,0,0,0,0.39664,0.58678,0.4128,44,cluster0
7523,1988,34.99463,0.57434,18.17711,13.97486,18.11102,161.76001,52.13339,44.3107,0.93768,0,0,0.05626,0.00603,0,0,0.00002,0,0,0,0.88005,1.19752,0.89322,59,cluster0
7524,1988,24.37147,0.35246,13.12866,8.68756,11.46211,162.87659,53.15195,44.98257,0.96754,0,0,0.0278,0.00465,0,0,0,0,0,0,0.59829,0.8293,0.6047,42,cluster0
7525,1988,23.24554,0.41261,12.12613,9.16763,11.90342,162.06612,52.5233,44.709,0.96018,0,0,0.0353,0.0045,0,0,0.00002,0,0,0,0.61881,0.86123,0.62644,59,cluster0
7526,1988,202.81931,0.58502,77.65378,142.63988,172.86581,156.17677,51.07977,44.51581,0.01124,0.05495,0.00242,0.00295,0.8884,0,0.00487,0.00816,0.00181,0.0252,0,1.4277,1.42899,1.50917,1,cluster2
7527,1988,163.5451,2.04987,51.62197,139.49126,166.34691,162.9547,52.89796,45.04428,0.04009,0,0.12345,0.01385,0.55952,0,0.04615,0,0.01207,0.19917,0.00569,3.612,4.15396,3.8516,186,cluster2
