@relation 'AT: exemplo4_weka-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R25-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Standardize_principal components'

@attribute -0.355pleasure-0.355dominance-0.329entropy_g-0.326entropy_b-0.32entropy_r... numeric
@attribute 0.362mean-0.33solidity-0.329perimeter+0.297entropy_r-0.291avg_size... numeric
@attribute -0.464sat_m-0.439tamura_contrast-0.427black-0.29saturation-0.25arousal... numeric
@attribute -0.507arousal-0.418saturation+0.315white+0.276pink+0.239tamura_contrast... numeric
@attribute 0.327dominance+0.319pleasure-0.31black+0.305hue_m-0.277total_area... numeric
@attribute 0.624hue_m+0.584val_m-0.176white+0.164gray-0.144green... numeric
@attribute 0.497orange-0.38blue+0.376brown+0.335yellow-0.331green... numeric
@attribute -0.649purple+0.416green+0.359count+0.277brown-0.207yellow... numeric
@attribute 0.694year-0.38count-0.33total_area-0.312red-0.201yellow... numeric
@attribute '-0.56yellow-0.362green+0.35 brown+0.323white-0.3gray...' numeric
@attribute '0.77 red-0.337yellow-0.234blue+0.231green-0.228orange...' numeric
@attribute '0.697year+0.41 count+0.323total_area+0.211red+0.203purple...' numeric
@attribute -0.616circ-0.392solidity+0.309perimeter+0.284avg_size+0.238total_area... numeric
@attribute 0.657blue-0.464green-0.448purple+0.267red+0.151gray... numeric
@attribute -0.55pink+0.404gray+0.396orange-0.281count+0.244perc_area... numeric
@attribute 0.589orange-0.455yellow+0.358pink-0.356brown-0.25white... numeric
@attribute 0.454total_area+0.413brown+0.368pink+0.302mean-0.235perimeter... numeric
@attribute -0.486gray-0.425count+0.328white+0.314total_area+0.261mean... numeric
@attribute -0.629perc_area+0.382avg_size+0.329mean+0.309gray-0.184count... numeric
@attribute -0.414blue-0.352brown+0.332saturation+0.329arousal-0.307green... numeric

@data
0.99633,1.146453,-0.120286,-1.34957,-0.549305,-0.408021,-0.275586,0.148642,-0.220614,-0.072647,-0.373309,-0.159263,-0.42325,-0.052859,-0.573372,0.259466,-0.7233,0.493889,0.431453,0.804721
-1.070751,2.57204,-0.626068,-1.398899,-1.17407,-0.061953,0.675483,2.456129,-1.659049,1.468137,-0.758208,1.373128,-0.873447,-0.087258,-0.898575,0.017086,0.422922,-1.455784,-0.218196,-0.099775
-1.947496,1.174484,0.414366,-0.45119,-1.906058,0.273474,0.212617,0.876408,-1.437915,0.38477,0.188908,0.742929,1.067866,0.240851,1.383078,-0.375214,2.336879,0.6738,-0.406674,0.80046
-3.357207,0.984215,0.294546,0.330221,-0.782841,0.09848,-0.340185,0.14896,-0.827759,-0.139701,0.275452,0.021061,1.043743,0.211283,0.556648,0.382605,2.037825,0.478524,0.912455,1.116884
2.332579,0.838462,1.069192,0.679192,-1.305472,0.069034,0.242284,-0.345102,0.000681,-0.181812,-0.072762,-0.393212,0.081565,-0.113047,-0.885516,0.300271,-0.510276,0.745466,-0.388057,-0.615326
1.875191,0.621741,0.318468,-1.083174,-0.607707,-0.230583,0.101295,0.133248,0.189429,-0.113935,-0.251051,-0.50663,-0.845867,-0.162335,-0.601481,0.062797,-0.45602,0.619938,0.432992,0.108735
-2.375414,2.243779,-0.616816,-0.72061,-0.011916,-0.150418,0.883848,1.413602,-1.171649,0.372418,-0.855687,0.549744,-0.379593,-0.058245,0.067801,0.889608,0.3865,-1.088511,0.435513,0.021113
1.272617,0.97373,-0.149677,-1.740528,-0.58958,-0.408434,-0.06742,0.428035,-0.271125,0.081841,-0.477231,-0.025801,-0.715586,-0.132569,-0.695501,0.262352,-0.472036,0.522063,0.365474,0.847422
1.409828,0.951427,-0.189865,-1.739828,-0.512972,-0.421163,-0.020185,0.528395,-0.487972,0.272208,-0.489997,0.223121,-0.371601,-0.133637,-0.65886,0.310058,-0.296736,0.422185,0.270639,1.03034
-0.077988,1.261749,-0.798842,-2.919219,-0.626928,-0.52838,0.375293,1.515571,-1.775848,1.131728,-0.596356,0.106748,-0.200716,-0.231908,-0.383452,-0.011081,0.923644,0.265616,0.064515,1.71235
0.597398,1.272778,-0.783984,-2.519522,-0.239751,-0.391503,0.270109,1.08356,-1.384459,0.896759,-0.536883,-0.263923,-0.127829,-0.244503,-0.571692,0.023997,0.161735,0.249496,0.23024,1.426028
1.407356,1.490419,0.27803,-0.907885,-1.102514,-0.50987,0.033474,0.530719,-1.179204,0.236258,-0.546579,-0.615646,-0.610099,-0.22363,-1.012699,0.26233,-0.815503,0.234873,-0.02722,0.097305
0.959575,1.019297,0.591157,-0.691563,-1.952775,0.310852,0.035067,0.934276,-2.221597,0.23527,-0.637962,0.408421,-0.163506,-0.152289,-0.612516,0.621573,0.422639,0.774528,-0.727814,0.646232
0.858148,1.355938,0.433679,-0.352219,-1.401293,0.061128,0.251116,0.617117,-1.260982,0.113283,-0.465681,-0.589228,-0.717126,-0.216336,-0.779703,0.272531,-0.354144,0.344485,-0.201743,-0.366628
1.445031,1.267831,0.096143,-0.068718,-1.240012,0.723161,0.215282,0.755393,-1.484373,0.34661,-0.426562,-0.218639,-0.273743,-0.20875,-0.931345,0.198466,-0.526524,0.179584,-0.312381,-0.270366
0.635924,1.489039,1.20184,-0.403378,-2.786763,0.548033,0.053914,2.335436,-3.852927,0.596628,-1.40764,2.048923,-0.870824,-0.122407,-1.274653,1.400161,0.453537,-0.473102,-1.584421,0.43407
1.290653,0.890836,-0.402586,-1.604099,-0.524374,0.091707,0.525313,0.760404,-0.869577,0.535364,-0.352473,-0.791551,-0.540027,-0.31076,-0.513772,-0.07276,0.053933,0.493764,0.286271,0.343494
-0.035242,3.098219,4.548882,-2.396532,-2.623327,-6.396425,-0.372716,-0.168238,-1.7027,-0.546649,-0.99856,-1.065003,-0.837752,-0.034199,-0.290177,1.260403,-0.445837,0.096072,-0.992732,0.609698
1.062992,1.24811,0.682388,-0.133912,-1.531504,0.015496,0.343346,0.801848,-1.375925,0.057438,-0.556343,-0.487054,-0.999039,-0.230772,-0.759805,0.302998,-0.324522,0.160492,-0.189373,-0.697085
0.265017,1.563082,0.57372,-0.659609,-2.05534,0.10943,0.147056,1.497712,-2.367246,0.437476,-0.727467,0.491795,-0.70592,-0.117925,-0.658128,0.466481,0.381265,-0.126683,-0.573779,0.100799
-1.235854,1.424246,0.650604,0.163365,-2.289744,0.894271,-0.416923,0.847038,-2.526175,-0.290797,-0.190802,0.34915,0.395145,0.198725,0.80571,0.2654,1.191777,0.496637,-0.268076,0.515074
2.008658,0.731963,-0.061659,-1.441109,-0.583323,-0.04818,0.083005,0.582755,-0.849327,0.224402,-0.486248,-0.242937,-0.497078,-0.217452,-0.780221,0.292403,-0.383453,0.334009,0.254666,0.669063
1.410693,1.560912,0.196987,-0.794129,-1.44452,0.096654,0.006116,1.288053,-1.865623,0.416038,-0.927919,0.734119,-0.791805,-0.172322,-1.339331,0.756144,-0.74695,-0.330594,-0.432683,0.259461
-1.433098,1.864372,0.541487,0.567649,-1.138591,0.564533,-0.94182,1.034167,-1.89618,-0.716064,-0.401792,0.194996,-0.713805,0.314027,0.50574,0.395902,-0.385739,-1.42706,1.047826,-0.232448
-2.11321,2.562685,0.009382,0.216695,-0.98408,0.029534,-0.133511,1.545577,-2.084723,0.596097,-0.548449,0.606436,-0.165336,0.087465,-0.655074,0.517086,0.321247,-1.389895,0.156002,0.159573
-2.592306,1.305298,0.08732,0.195383,-1.232702,0.075476,-0.101247,0.582777,-1.324814,0.083179,-0.018292,-0.210373,0.038763,0.000025,-0.186129,0.498028,1.954572,0.64802,0.301949,0.955615
1.222969,0.751711,-0.811042,-2.433193,0.023811,-0.486068,0.185572,0.686804,-0.378428,0.364455,-0.497361,-0.686313,-0.955448,-0.285389,-0.660581,0.08154,-0.389267,0.290266,0.821204,1.056909
1.063117,1.378629,-0.09221,-1.361854,-0.891637,-0.206129,0.260282,0.822779,-0.962492,0.502408,-0.48612,-0.184217,-0.562492,-0.202186,-0.801556,0.10593,-0.237186,0.268843,0.026315,0.34032
3.022933,1.046908,1.344478,0.291942,-1.806912,-0.192849,0.260588,0.886626,-1.687899,0.269024,-0.827418,0.509752,-0.448883,-0.174222,-1.440691,0.807562,-1.065999,-0.763221,-0.930212,-0.627416
0.685668,0.459945,0.815822,-1.256469,-2.18426,-0.505822,-0.037448,0.641276,-1.866588,0.045115,-0.487255,0.513688,0.050145,-0.086009,0.023646,0.623104,1.366591,1.351925,-0.643289,1.399406
1.724501,1.145308,-0.005059,-1.169556,-1.00249,-2.012226,-0.19491,-0.208284,-0.25861,-0.021077,-0.319207,-1.047625,-0.248218,-0.209219,-0.69822,0.162055,-1.014468,0.379122,0.450721,0.606529
1.985845,0.836423,0.29123,-1.023318,-0.848505,-0.340138,-0.105184,0.208596,-0.887495,-0.01661,-0.414734,-0.330828,-0.085968,-0.13863,-0.593444,0.387759,-0.481356,0.495916,0.132599,0.660156
-0.478301,1.786755,0.386843,-0.42977,-1.842827,0.267233,0.011952,1.3856,-1.806587,0.274296,-0.608297,0.459114,-0.961167,-0.051161,-0.588042,0.328381,0.207507,-0.175159,-0.238496,-0.124214
-0.226004,2.413261,0.138027,-0.64655,-1.77483,0.079383,0.303613,2.170568,-2.351036,0.951297,-1.019512,1.148126,-1.113155,-0.13296,-1.41479,0.588421,-0.231914,-1.230685,-0.606436,-0.28551
0.545097,1.334615,-0.951688,-3.027224,-0.034607,-0.779623,0.320508,1.415472,-0.850363,0.905486,-0.681932,-0.197394,-1.088412,-0.273658,-0.783076,-0.02134,-0.09183,-0.288148,0.692385,1.174953
1.500966,1.418812,0.473016,-0.783422,-1.86791,0.091973,0.099405,1.648878,-2.419367,0.566186,-1.115637,1.306064,-0.794256,-0.194421,-1.405603,1.008265,-0.346498,-0.437654,-0.846208,0.361016
2.268793,1.596976,1.445889,0.427861,-2.402454,-0.68258,0.201593,1.143399,-2.019089,0.321807,-0.974178,0.756455,-0.707946,-0.171012,-1.672747,0.99975,-1.037759,-0.967707,-1.161319,-0.739029
-0.188627,0.921108,-0.439731,-1.898752,-0.7754,-0.074904,-0.696174,0.611244,0.13423,-0.32765,-0.560024,1.893527,-0.603512,0.219041,-0.07167,0.718456,-0.005708,0.420786,0.473486,1.8223
0.765187,1.189402,-0.530999,-1.36032,-0.293699,-0.142081,0.786226,0.368294,1.009366,0.288436,0.067486,1.127468,-0.531044,0.029336,-0.320572,0.372414,-0.12808,0.564074,0.261109,0.143648
0.923321,0.87482,-0.095965,-1.441131,-0.204609,-0.324268,-0.067198,0.163035,1.274665,0.037351,-0.232957,0.871951,-0.617272,0.051657,-0.456551,0.046797,-0.551947,0.511814,0.456747,0.658244
-1.438607,1.276609,-0.053546,-0.106395,-0.98429,-0.018898,-0.513746,0.482875,0.216471,-0.361367,-0.232965,1.493937,-0.467201,0.223695,-0.117859,0.658503,0.517581,0.018802,0.488842,0.842425
2.420427,0.475146,0.461985,-0.691686,-0.731885,-0.13246,0.19984,-0.178131,1.358684,-0.355677,-0.064768,0.623622,-0.49253,-0.016903,-0.268201,0.205507,-0.254567,0.765506,0.394598,-0.049512
0.549285,1.398352,-1.150558,-2.910614,0.184894,-0.638399,0.462187,1.336907,0.415783,1.019734,-0.544951,1.762057,-0.219786,-0.0498,-0.468296,0.166712,0.160406,-0.356403,0.424551,1.553044
-1.961519,0.012404,0.986402,2.210833,0.119149,-0.728385,-0.064722,0.340743,-1.252242,0.91219,-0.297966,-0.57285,-0.601609,-0.410862,-0.166155,-0.303851,0.375716,2.290351,0.386935,0.355022
-2.076304,1.898301,0.350251,1.542008,-0.214522,0.069623,-0.456264,0.659585,-1.742457,0.003367,-0.42288,-0.370943,-0.195964,-0.028566,-1.51685,1.316888,0.417968,-1.130231,0.712745,0.405842
1.068599,0.973944,1.202548,-0.931066,-1.984841,-1.138196,-0.160498,0.042046,-1.683721,-0.198759,-0.397394,-0.347959,0.201783,-0.13273,-0.097616,0.606768,0.542362,1.330434,-0.495639,0.973242
0.391503,1.909658,-0.941132,-2.529435,-0.202854,-0.6851,0.819709,1.739376,-1.693306,1.651005,-0.627436,0.099159,0.083437,-0.294638,-0.708662,-0.145321,0.461459,-0.528956,0.058842,1.005859
-0.857363,2.971804,-0.323047,-0.258831,-1.276333,0.069239,0.215938,1.880315,-2.671627,1.164485,-0.743077,0.820242,0.193265,-0.049889,-0.917974,0.323501,-0.178241,-1.29629,-0.387461,0.028746
1.439474,0.816458,0.284557,-0.561188,-0.991519,-0.101701,-0.295533,-0.224133,-0.845165,-0.354648,-0.132343,-1.05875,0.054096,-0.109358,-0.195745,0.126244,-0.437267,0.916319,0.408982,0.404116
0.869078,1.124816,-0.058015,-1.412686,-1.174799,-0.186232,-0.274964,0.666794,-1.890834,0.208763,-0.688461,0.101031,-0.112328,-0.15409,-0.677671,0.636332,-0.128154,0.688078,-0.170837,1.336589
0.567381,1.062769,-1.180803,-2.905563,0.243225,-0.490297,0.510566,0.976053,-0.967673,1.024688,-0.309345,-0.79589,0.009977,-0.298825,-0.205798,-0.332489,0.521355,0.413107,0.700176,1.512518
0.421119,1.046743,-0.301196,-1.319188,-0.487942,-0.197554,-0.554062,0.035329,-1.346861,-0.139929,-0.283111,-0.711239,0.415533,-0.040248,0.007835,0.258425,-0.191401,0.858457,0.551861,1.494324
1.499294,1.436006,-0.573996,-2.331023,-0.02499,-0.894631,0.089201,0.817753,0.153597,0.675639,-0.61445,1.529691,0.054549,-0.012747,-0.771144,0.460504,-0.545681,-0.32236,0.272152,1.476662
1.893778,1.352063,-0.837095,-2.090253,0.669196,-0.942596,0.324849,0.204919,-0.345556,0.731512,-0.326034,-0.446611,0.857497,-0.206442,-0.403618,0.113848,-0.639069,0.182295,0.662195,1.389679
0.535183,1.55636,0.733064,0.004246,-1.350404,0.076731,-0.422056,-0.119833,-0.942732,-0.303548,-0.264213,-0.203506,0.020913,-0.038036,-0.327254,0.318391,-0.492398,0.623154,-0.058173,-0.006902
2.600304,0.837976,1.790338,-0.115796,-2.918706,-1.443083,0.114878,1.226581,-2.455155,0.180249,-1.002976,1.399082,-0.355621,-0.145817,-0.910273,1.272194,0.294953,-0.483218,-1.175894,0.202396
1.554415,1.07273,0.568124,0.212473,-1.132155,0.309796,-0.022135,-0.092378,-0.369685,-0.272411,-0.1455,-0.610446,-0.359987,-0.133176,-0.618854,0.148097,-0.539512,0.960729,0.107927,-0.372965
0.484271,1.397072,-0.590198,-2.367964,-0.757168,-0.626272,0.707085,1.349812,-1.195213,1.223533,-0.351512,0.387523,0.113122,-0.181905,-0.290378,-0.161762,0.965263,0.080762,-0.054759,1.078016
1.511335,2.078139,0.626107,-0.150159,-1.711718,-0.029475,0.109495,1.419591,-1.984568,0.532295,-1.004624,1.101774,-0.692129,-0.145384,-1.540097,0.834059,-1.012099,-0.729619,-0.744968,-0.347077
1.95409,0.843509,0.043068,-0.361776,-0.099608,-0.391124,-0.027411,-0.575735,0.561184,0.007912,0.052378,-0.040537,0.994823,-0.02131,-0.355971,0.153098,-0.564397,0.674312,0.453612,0.587423
2.383639,0.86241,0.857191,0.721518,-0.819056,-0.101056,0.222158,-0.666555,0.776749,-0.21427,0.183876,-0.322618,0.507148,-0.036279,-0.495505,-0.000101,-0.703083,0.713817,-0.187064,-0.621801
0.563975,0.875602,0.785767,0.857337,-1.309246,0.593422,-0.268945,-0.376858,0.591517,-0.801478,0.425765,-0.409738,-0.177519,0.210782,0.513887,-0.342925,-0.261791,0.290895,-0.199318,-0.875736
2.489036,0.3755,0.962074,0.28521,-1.207003,0.287358,0.150073,-0.316339,0.685278,-0.479763,0.052432,-0.218066,-0.447182,-0.034848,-0.370325,0.009016,-0.495468,0.712389,-0.136473,-0.702856
2.027936,0.502575,1.096047,0.212612,-1.3546,0.005407,0.146319,-0.408584,0.774646,-0.48273,0.185867,-0.394702,-0.316903,-0.000921,-0.149801,-0.156661,-0.354394,0.719573,-0.353939,-0.781458
-0.771134,1.183955,1.117413,2.119312,-1.374852,0.886464,-0.752083,-0.479938,0.3201,-1.288294,0.56897,-0.390574,-0.061984,0.406501,0.911817,-0.192557,-0.353838,-0.296546,-0.046628,-1.241443
1.643618,1.157791,0.14945,-0.538591,-0.399228,-0.117267,0.376637,-0.024821,0.737833,0.188593,0.12164,-0.225672,0.023653,-0.048254,-0.28162,-0.321156,-0.333521,0.420751,0.070757,-0.283249
0.165636,1.723417,0.100565,0.595812,-0.215802,-0.311112,0.269217,0.276265,0.564104,0.413303,0.187988,-0.185477,-0.050841,0.03219,0.002498,-0.638002,-0.351305,-0.204878,0.328458,-0.768695
-1.871166,0.299342,0.025345,0.81092,0.374752,-0.301614,0.448222,0.511858,0.698823,1.163697,0.495848,-0.260862,0.141525,-0.02717,0.872605,-1.625665,0.033674,0.267004,-0.509815,-0.566297
-1.467795,1.584613,-0.199641,1.070603,0.332857,-0.141844,-0.055757,0.275952,0.567256,0.466408,0.171859,-0.198227,-0.409997,-0.002135,-0.095143,-0.607187,-0.401576,0.279667,0.13837,-0.27711
1.780787,0.378943,0.975987,0.382584,-1.356895,0.513872,-0.06993,-0.297414,0.5763,-0.690495,0.158669,-0.219407,-0.537208,0.073556,-0.053412,-0.045476,-0.417268,0.557845,-0.308987,-0.689063
-0.925553,1.008668,0.928696,1.659309,-0.889234,0.859131,-0.920768,-0.172402,0.39647,-1.430974,0.411148,-0.462277,-0.777315,0.414554,1.158984,-0.312885,-0.487718,-0.738954,1.091464,-1.27321
5.891657,-2.147922,2.222002,0.296846,-0.991591,-0.830934,0.393776,-0.095934,0.401752,-0.781984,-0.009791,0.065637,-0.417892,-0.105784,0.412841,0.454689,0.955475,-0.470758,0.546225,-0.434969
-1.300434,1.099352,0.469832,2.11862,-0.30549,0.552846,-0.594562,-0.65774,0.605471,-0.739992,0.505804,-0.506909,0.245737,0.215556,-0.100134,0.211342,-0.155945,-0.028716,-0.224245,-0.30816
-1.099864,0.974348,-0.016119,1.221569,0.019112,0.081046,-0.4073,-0.624929,0.847516,-0.362261,0.353797,-0.594212,0.066291,0.066559,-0.652591,0.291731,-0.083454,0.354304,-0.085726,0.330831
-0.868962,1.696747,0.612183,1.457731,-0.90646,-0.252785,-0.586096,-0.613419,0.517637,-0.750573,0.376167,-0.486624,0.178361,0.247159,0.14064,0.054506,-0.555578,-0.030666,-0.112246,-0.464661
-0.900324,1.755083,0.501323,1.404035,-0.898109,-0.003606,-0.240973,-0.297056,0.643633,-0.461441,0.421014,-0.533619,-0.084551,0.185207,-0.000497,-0.187679,-0.200599,-0.162153,0.031435,-0.886055
-1.401739,1.190841,0.655278,1.577046,-0.628467,1.10683,-0.620983,-0.472104,0.547203,-0.952121,0.467777,-0.488435,-0.187316,0.300171,0.132171,0.07163,-0.162931,0.050956,-0.2091,-0.52757
0.186655,1.554742,0.156305,0.599752,-0.805237,0.466144,-0.28161,-0.281642,0.552859,-0.442255,0.171593,-0.240693,-0.174991,0.114145,-0.315857,-0.033415,-0.739371,0.353513,-0.0128,-0.416201
0.07585,1.28324,-0.214558,-0.941143,-0.521425,-0.02544,0.493493,0.207427,1.614316,0.424591,0.462132,0.550431,0.126067,0.138513,0.319971,-0.803888,0.400809,0.227959,-0.778411,-0.170691
1.056339,1.39041,0.214806,-0.556667,-0.733761,-0.248819,0.104874,-0.224811,1.555182,-0.106013,0.165704,0.604352,-0.083647,0.122339,-0.179932,-0.216684,-0.49881,0.560534,-0.246582,-0.155261
0.807056,1.068041,0.268105,-0.633004,-0.908597,-0.117894,0.248494,-0.167302,1.633722,-0.061097,0.340421,0.499194,-0.1226,0.127593,0.108692,-0.43151,0.055341,0.670783,-0.616625,-0.214423
0.92,1.190894,0.12296,-0.848373,-0.697185,-0.293003,0.051858,-0.167004,1.613236,-0.163178,0.148223,0.546699,-0.348108,0.114788,-0.126725,-0.227344,-0.376845,0.586434,-0.154801,0.011518
1.035615,1.02202,-0.08147,-0.858098,-0.451188,-0.05594,0.104814,-0.143549,1.491767,0.023378,0.168184,0.741481,0.030947,0.098461,-0.164994,-0.201525,-0.359917,0.589156,-0.480603,0.264284
1.720062,1.389181,0.677193,0.476545,-1.125459,-0.441659,0.062162,-0.122149,1.062665,-0.191551,-0.020861,1.08122,0.025982,0.096245,-0.405013,0.190147,-0.724596,0.191082,-0.388332,-0.54558
-0.204662,1.785035,-0.331447,-0.583443,-0.385235,-0.122494,0.333733,0.053244,1.669687,0.259298,0.444422,0.434343,0.234765,0.206982,0.3219,-0.820436,-0.085832,-0.033847,-0.190215,-0.368149
-1.513239,1.761214,-0.265969,0.220457,0.252769,0.553188,0.238505,0.037632,1.873721,0.154975,0.526901,0.174415,-0.149051,0.209276,-0.229647,-0.430459,0.418301,-0.204309,0.147452,-0.412526
-0.298216,1.862562,-0.680415,-0.796894,0.220152,-0.16051,0.579721,0.194164,2.058485,0.584914,0.322132,0.199935,-0.305804,0.024272,-0.511758,-0.618711,0.141874,0.144183,0.516421,-0.283151
0.054479,1.22628,-1.052373,-1.989264,0.230622,-0.385971,0.899899,0.484717,1.487439,0.365347,0.164389,0.786135,-0.891308,0.01268,-0.202121,0.02939,-0.135828,0.277841,0.406172,0.198568
0.218992,1.391627,-0.425658,-1.900057,-0.240621,-1.206298,0.407082,0.35467,1.407632,0.255251,0.159084,0.779594,-1.046425,0.114725,-0.555246,-0.109338,-0.372667,0.093938,0.409828,0.299953
3.168837,-0.618017,1.241198,-0.019211,-0.805656,-0.172983,0.407806,0.275892,0.420739,-0.160194,-0.079175,0.083504,-0.787805,-0.120081,-0.016873,-0.014463,0.362102,-0.352135,0.248959,-0.661663
0.84736,0.65113,0.238664,-1.413088,-1.064454,-0.04012,-0.961204,0.204351,-0.668149,-0.196892,-1.125354,1.170875,-3.002732,-0.722972,-0.956505,0.858623,-0.510227,-0.714436,0.589122,-0.150623
-2.107421,1.03375,0.387662,0.884011,-0.395422,0.05244,-0.562265,-0.000282,0.4547,-0.625027,0.167465,-0.356234,-0.795906,0.192479,-0.064047,0.221404,0.236034,-0.255876,0.515919,0.003956
3.235359,-0.34491,0.903123,-0.500139,-0.841978,-0.05526,0.228749,0.601694,0.054905,-0.168499,-0.388037,0.528444,-1.019795,-0.092393,-0.526738,0.394158,-0.13587,-0.445746,0.147855,-0.180623
-1.247563,2.827442,-0.826293,-1.672083,-0.587038,-0.337593,1.145251,2.83271,-1.022311,1.733137,-0.744905,1.583274,-1.103619,-0.045286,-0.659078,-0.444934,0.399349,-2.497556,-0.434637,-0.719893
0.219456,0.135185,-1.718883,-3.711068,1.623607,-0.662929,-2.999702,-6.135142,-0.729337,2.466159,-1.160065,1.513975,-0.993416,-3.603182,0.306079,-0.165059,0.583162,-0.509441,-0.239223,-0.31377
0.203198,0.255228,-1.056351,-2.178889,0.881025,-0.91477,0.618588,-0.175701,0.799386,-0.809107,-0.783302,-0.255935,-0.889913,-0.021018,-0.592151,-0.641774,-0.702386,0.402272,0.686679,0.868612
0.41908,0.381049,-1.040021,-2.140971,0.76518,-0.613616,0.369616,0.091836,0.869386,-0.369193,-0.562083,-0.286988,-1.096947,-0.114934,-0.429211,-0.267045,-0.622389,0.45651,0.91024,0.881519
0.4077,0.259208,-0.928364,-2.351167,0.616854,-0.600055,0.188796,0.194816,0.854576,-0.413455,-0.542466,-0.275584,-1.352058,-0.082868,-0.473594,-0.32599,-0.540629,0.369567,0.923823,0.989426
-0.08438,0.231066,-0.976456,-2.318673,0.47809,-0.528011,0.168082,0.246144,0.767627,-0.779743,-0.708775,-0.256391,-1.869227,-0.052643,-0.406501,-0.28314,-0.503851,0.459609,1.027514,0.877272
0.60632,0.287548,-1.036225,-2.188884,0.920081,-0.586657,0.396254,0.002642,0.885539,-0.363512,-0.543559,-0.286475,-0.805176,-0.101407,-0.408984,-0.263416,-0.72971,0.412571,0.839803,0.96755
0.211175,0.507601,-1.313482,-1.892287,1.210687,-0.792304,0.559878,-0.000817,0.988313,0.057919,-0.386663,-0.45815,-0.185945,-0.300048,0.367535,0.523599,-1.010436,0.447566,0.715348,0.886234
-0.460704,-2.925393,1.705114,3.17099,2.408291,-2.06583,0.081029,1.399837,-0.006308,1.22836,-0.947515,0.772575,-3.512736,-0.520909,1.256777,-1.554149,-0.668956,1.832243,1.25556,-0.313732
0.821466,0.769139,-1.496664,-3.278545,1.250324,-0.691101,-1.961519,-3.768434,-0.135507,1.588167,-0.921579,0.889753,-1.00617,-2.347368,-0.202293,-0.066447,-0.210065,-0.348011,0.57624,0.116675
1.648006,1.162285,0.932965,-0.070772,-1.892582,-0.049794,0.223649,0.518886,-1.332619,0.335103,-0.409769,1.517031,0.989041,0.00143,-0.336929,0.692486,0.556838,0.725506,-1.09769,0.622192
1.605617,-0.276766,1.329185,0.053048,-2.060015,0.15457,0.297358,0.007769,-0.956417,-0.097939,0.043653,1.019373,1.432348,0.093709,0.766971,0.395183,1.70161,1.26225,-0.922421,0.889039
2.801976,-0.673831,1.26344,-0.507688,-1.342549,0.012125,0.269007,-0.039436,-0.052012,-0.318809,-0.130568,0.247487,-0.015029,-0.027766,0.038713,0.332422,0.588021,0.741143,-0.279103,0.403279
1.814793,0.942021,1.046006,-0.083084,-1.688536,0.637106,0.299195,0.750882,-2.369353,0.451432,-0.501463,0.867811,1.027672,-0.094144,-0.392323,0.693147,0.740525,0.788593,-1.196997,0.653739
1.005337,1.017532,0.963351,0.258348,-1.923132,0.412993,0.145092,0.161184,-1.729572,0.102104,-0.096109,0.068493,0.976058,-0.06817,0.16364,0.212757,0.834737,1.110303,-0.739261,0.206688
1.254254,0.823003,0.979748,0.14092,-1.838311,0.421813,0.069021,0.211473,-1.613922,0.027304,-0.248181,-0.005782,0.410003,-0.121932,-0.145304,0.29854,0.415184,0.823006,-0.65327,0.05913
0.849218,0.586257,1.154276,0.785796,-1.89435,0.525383,-0.093231,-0.191476,-1.532565,-0.314099,0.097451,-0.248945,1.277455,0.101341,0.586618,0.132188,0.576739,0.895034,-0.525521,0.200515
1.997961,0.487153,1.33777,0.68354,-1.801449,0.348076,-0.015915,0.095998,-1.356137,-0.394514,-0.15142,-0.33019,0.226099,-0.024748,-0.020198,0.318209,0.103366,0.451464,-0.336694,-0.329556
0.033136,0.896946,1.183734,1.071028,-2.08882,0.813057,-0.364899,-0.041568,-1.951846,-0.523444,0.134249,0.038743,1.394518,0.220687,1.006554,0.213179,0.879103,0.671046,-0.372934,0.221172
0.829049,0.386496,1.37374,0.79164,-2.069859,0.668268,-0.267359,0.248652,-1.887084,-0.561584,-0.070687,0.055489,0.58355,0.127372,0.647334,0.368901,0.831602,0.409897,-0.387774,0.112054
3.342783,-0.146943,1.1426,0.27816,-1.40391,0.603633,0.331323,0.571593,-1.961638,0.09122,-0.408552,0.091976,0.401867,-0.217027,-0.423788,0.591185,0.407759,0.218431,-0.620078,0.107732
2.858658,1.078209,1.02981,-0.230518,-1.767703,-0.144988,0.160726,1.226602,-2.513791,0.423618,-1.018448,0.649519,-0.475494,-0.257198,-1.382467,0.999432,-0.559652,-0.613871,-0.795293,-0.041613
2.75902,0.906061,0.706229,-0.400326,-1.628165,0.136902,0.170907,1.486738,-2.947459,0.643325,-1.079813,1.14653,0.00776,-0.212153,-1.263677,1.122377,-0.227052,-0.700612,-0.9352,0.541185
4.470588,-1.322099,1.922993,0.148332,-1.040168,-0.48492,0.420923,-0.284844,0.930661,-0.411431,0.01746,0.990707,0.338659,0.042546,0.267286,0.368177,0.542808,-0.236818,-0.076023,-0.183859
